Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
190821443,E51,19034994,Alarms,03/23/2019,03/23/2019,03/23/2019 11:40:55 AM,03/23/2019 11:42:09 AM,03/23/2019 11:42:16 AM,03/23/2019 11:45:19 AM,03/23/2019 11:47:38 AM,,,Fire,03/23/2019 12:06:45 PM,600 Block of SCHOFIELD RD,Presidio,94129,B99,51,4615,3,3,3,true,Alarm,1,ENGINE,1,7,2,Presidio,"(37.800438853858914, -122.470106977171)",190821443-E51
190821443,B07,19034994,Alarms,03/23/2019,03/23/2019,03/23/2019 11:40:55 AM,03/23/2019 11:42:09 AM,03/23/2019 11:42:16 AM,03/23/2019 11:42:25 AM,,,,Fire,03/23/2019 11:50:03 AM,600 Block of SCHOFIELD RD,Presidio,94129,B99,51,4615,3,3,3,false,Alarm,1,CHIEF,2,7,2,Presidio,"(37.800438853858914, -122.470106977171)",190821443-B07
190821431,E06,19034993,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:35:12 AM,03/23/2019 11:37:20 AM,03/23/2019 11:37:49 AM,03/23/2019 11:38:13 AM,03/23/2019 11:40:16 AM,,,Code 2 Transport,03/23/2019 11:47:29 AM,300 Block of VALENCIA ST,San Francisco,94103,B02,06,5226,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,9,Mission,"(37.767010470780036, -122.42202013701305)",190821431-E06
190821431,74,19034993,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:35:12 AM,03/23/2019 11:37:20 AM,03/23/2019 11:37:49 AM,03/23/2019 11:37:55 AM,03/23/2019 11:52:50 AM,03/23/2019 11:59:18 AM,03/23/2019 12:11:46 PM,Code 2 Transport,03/23/2019 12:33:15 PM,300 Block of VALENCIA ST,San Francisco,94103,B02,06,5226,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,9,Mission,"(37.767010470780036, -122.42202013701305)",190821431-74
190821430,T04,19034992,Alarms,03/23/2019,03/23/2019,03/23/2019 11:35:47 AM,03/23/2019 11:37:11 AM,03/23/2019 11:37:17 AM,03/23/2019 11:39:25 AM,03/23/2019 11:43:10 AM,,,Fire,03/23/2019 11:55:26 AM,2100 Block of 3RD ST,San Francisco,94107,B03,04,2466,3,3,3,false,Alarm,1,TRUCK,3,10,10,Potrero Hill,"(37.7624138973788, -122.38857386168911)",190821430-T04
190821430,E04,19034992,Alarms,03/23/2019,03/23/2019,03/23/2019 11:35:47 AM,03/23/2019 11:37:11 AM,03/23/2019 11:37:17 AM,03/23/2019 11:38:04 AM,03/23/2019 11:42:00 AM,,,Fire,03/23/2019 11:57:15 AM,2100 Block of 3RD ST,San Francisco,94107,B03,04,2466,3,3,3,true,Alarm,1,ENGINE,1,10,10,Potrero Hill,"(37.7624138973788, -122.38857386168911)",190821430-E04
190821430,B03,19034992,Alarms,03/23/2019,03/23/2019,03/23/2019 11:35:47 AM,03/23/2019 11:37:11 AM,03/23/2019 11:37:17 AM,03/23/2019 11:38:17 AM,03/23/2019 11:42:02 AM,,,Fire,03/23/2019 11:53:32 AM,2100 Block of 3RD ST,San Francisco,94107,B03,04,2466,3,3,3,false,Alarm,1,CHIEF,2,10,10,Potrero Hill,"(37.7624138973788, -122.38857386168911)",190821430-B03
190821418,E06,19034991,Alarms,03/23/2019,03/23/2019,03/23/2019 11:34:38 AM,03/23/2019 11:34:38 AM,03/23/2019 11:34:38 AM,03/23/2019 11:34:38 AM,03/23/2019 11:34:38 AM,,,Fire,03/23/2019 11:34:58 AM,0 Block of CASTRO ST,San Francisco,94114,B05,06,0513,3,3,3,true,Alarm,1,ENGINE,1,5,8,Castro/Upper Market,"(37.76819748043482, -122.4356401929219)",190821418-E06
190821376,E07,19034990,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:21:26 AM,03/23/2019 11:23:20 AM,03/23/2019 11:24:04 AM,03/23/2019 11:24:50 AM,03/23/2019 11:27:26 AM,,,Code 3 Transport,03/23/2019 11:32:57 AM,2100 Block of MISSION ST,San Francisco,94110,B02,07,5423,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,9,Mission,"(37.76227017399144, -122.41947048851483)",190821376-E07
190821376,85,19034990,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:21:26 AM,03/23/2019 11:23:20 AM,03/23/2019 11:24:04 AM,03/23/2019 11:24:07 AM,03/23/2019 11:28:08 AM,03/23/2019 11:39:13 AM,03/23/2019 11:57:41 AM,Code 3 Transport,03/23/2019 12:26:26 PM,2100 Block of MISSION ST,San Francisco,94110,B02,07,5423,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,9,Mission,"(37.76227017399144, -122.41947048851483)",190821376-85
190821367,E13,19034989,Outside Fire,03/23/2019,03/23/2019,03/23/2019 11:20:15 AM,03/23/2019 11:21:36 AM,03/23/2019 11:21:48 AM,03/23/2019 11:21:55 AM,03/23/2019 11:26:59 AM,,,Fire,03/23/2019 11:39:19 AM,200 Block of MARKET ST,San Francisco,94105,B03,35,2125,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach,"(37.79267911710725, -122.39685349996866)",190821367-E13
190821353,E44,19034988,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:16:44 AM,03/23/2019 11:18:08 AM,03/23/2019 11:18:58 AM,03/23/2019 11:19:43 AM,03/23/2019 11:21:32 AM,,,Code 2 Transport,03/23/2019 11:25:57 AM,3000 Block of SAN BRUNO AVE,San Francisco,94134,B10,44,6326,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,9,Portola,"(37.723359097821984, -122.40190248960839)",190821353-E44
190821353,E42,19034988,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:16:44 AM,03/23/2019 11:18:08 AM,03/23/2019 11:18:58 AM,03/23/2019 11:19:07 AM,,,,Code 2 Transport,03/23/2019 11:20:21 AM,3000 Block of SAN BRUNO AVE,San Francisco,94134,B10,44,6326,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,10,9,Portola,"(37.723359097821984, -122.40190248960839)",190821353-E42
190821353,AM102,19034988,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:16:44 AM,03/23/2019 11:18:08 AM,03/23/2019 11:18:58 AM,03/23/2019 11:19:29 AM,03/23/2019 11:34:27 AM,03/23/2019 11:35:24 AM,03/23/2019 12:02:00 PM,Code 2 Transport,03/23/2019 12:26:30 PM,3000 Block of SAN BRUNO AVE,San Francisco,94134,B10,44,6326,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,10,9,Portola,"(37.723359097821984, -122.40190248960839)",190821353-AM102
190821313,63,19034987,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:04:07 AM,03/23/2019 11:06:58 AM,03/23/2019 11:07:54 AM,03/23/2019 11:07:59 AM,03/23/2019 11:22:20 AM,03/23/2019 11:40:44 AM,03/23/2019 11:57:26 AM,Code 2 Transport,03/23/2019 12:39:18 PM,200 Block of MASON ST,San Francisco,94102,B03,03,1366,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.78575147350723, -122.40952196037355)",190821313-63
190821312,AM108,19034986,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:06:30 AM,03/23/2019 11:06:30 AM,03/23/2019 11:07:18 AM,03/23/2019 11:07:37 AM,03/23/2019 11:14:39 AM,,,Patient Declined Transport,03/23/2019 11:37:35 AM,1800 Block of 9TH AV,San Francisco,94122,B08,22,7336,A,2,2,false,Non Life-threatening,1,PRIVATE,1,8,7,Inner Sunset,"(37.75378319805596, -122.46552855905756)",190821312-AM108
190821309,T14,19034985,Vehicle Fire,03/23/2019,03/23/2019,03/23/2019 11:04:44 AM,03/23/2019 11:05:11 AM,03/23/2019 11:05:17 AM,03/23/2019 11:05:48 AM,03/23/2019 11:11:08 AM,,,Fire,03/23/2019 11:18:56 AM,1400 Block of JOHN F KENNEDY DR,San Francisco,94122,B07,34,7262,3,3,3,true,Fire,1,TRUCK,2,7,1,Golden Gate Park,"(37.76954941027695, -122.49483685082942)",190821309-T14
190821309,E23,19034985,Vehicle Fire,03/23/2019,03/23/2019,03/23/2019 11:04:44 AM,03/23/2019 11:05:11 AM,03/23/2019 11:05:17 AM,03/23/2019 11:05:29 AM,03/23/2019 11:05:59 AM,,,Fire,03/23/2019 11:18:56 AM,1400 Block of JOHN F KENNEDY DR,San Francisco,94122,B07,34,7262,3,3,3,true,Fire,1,ENGINE,1,7,1,Golden Gate Park,"(37.76954941027695, -122.49483685082942)",190821309-E23
190821308,99,19034984,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:04:01 AM,03/23/2019 11:05:07 AM,03/23/2019 11:06:47 AM,03/23/2019 11:06:55 AM,03/23/2019 11:13:35 AM,,,Patient Declined Transport,03/23/2019 12:03:48 PM,100 Block of BAY SHORE BLVD,San Francisco,94124,B10,09,6375,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.74748113732654, -122.40350728492446)",190821308-99
190821304,T03,19034983,Structure Fire,03/23/2019,03/23/2019,03/23/2019 11:03:32 AM,03/23/2019 11:03:32 AM,03/23/2019 11:03:46 AM,03/23/2019 11:04:17 AM,03/23/2019 11:10:27 AM,,,Fire,03/23/2019 11:10:55 AM,200 Block of LARKIN ST,San Francisco,94102,B02,36,1645,3,3,3,false,Alarm,1,TRUCK,1,2,6,Tenderloin,"(37.78001866691606, -122.41692617494888)",190821304-T03
190821304,E01,19034983,Structure Fire,03/23/2019,03/23/2019,03/23/2019 11:03:32 AM,03/23/2019 11:03:32 AM,03/23/2019 11:03:46 AM,03/23/2019 11:04:26 AM,,,,Fire,03/23/2019 11:10:55 AM,200 Block of LARKIN ST,San Francisco,94102,B02,36,1645,3,3,3,true,Alarm,1,ENGINE,2,2,6,Tenderloin,"(37.78001866691606, -122.41692617494888)",190821304-E01
190821300,E36,19034982,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:00:43 AM,03/23/2019 11:03:09 AM,03/23/2019 11:03:27 AM,03/23/2019 11:05:18 AM,03/23/2019 11:06:47 AM,,,Code 2 Transport,03/23/2019 11:09:14 AM,1600 Block of MARKET ST,San Francisco,94103,B02,36,5115,3,3,3,true,,1,ENGINE,1,2,6,Mission,"(37.77269482368613, -122.42218826142579)",190821300-E36
190821300,AM104,19034982,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:00:43 AM,03/23/2019 11:03:09 AM,03/23/2019 11:03:27 AM,03/23/2019 11:04:17 AM,03/23/2019 11:08:13 AM,03/23/2019 11:19:13 AM,03/23/2019 11:43:57 AM,Code 2 Transport,03/23/2019 12:04:16 PM,1600 Block of MARKET ST,San Francisco,94103,B02,36,5115,3,3,3,false,,1,PRIVATE,2,2,6,Mission,"(37.77269482368613, -122.42218826142579)",190821300-AM104
190821299,AM102,19034981,Medical Incident,03/23/2019,03/23/2019,03/23/2019 11:03:04 AM,03/23/2019 11:03:04 AM,03/23/2019 11:04:28 AM,03/23/2019 11:04:53 AM,03/23/2019 11:15:35 AM,,,SFPD,03/23/2019 11:18:16 AM,SAN BRUNO AV/BAYSHORE BL,San Francisco,94124,B10,44,6265,A,2,2,false,Non Life-threatening,1,PRIVATE,1,10,9,Bernal Heights,"(37.738457887429334, -122.40705448540028)",190821299-AM102
190821293,E43,19034980,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 11:00:08 AM,03/23/2019 11:01:37 AM,03/23/2019 11:04:36 AM,03/23/2019 11:04:36 AM,03/23/2019 11:06:04 AM,,,Patient Declined Transport,03/23/2019 11:10:48 AM,0 Block of PHELAN AVE,San Francisco,94112,B09,15,8225,2,2,2,true,Non Life-threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.725693357570286, -122.45228966049211)",190821293-E43
190821293,E15,19034980,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 11:00:08 AM,03/23/2019 11:01:37 AM,03/23/2019 11:02:24 AM,03/23/2019 11:03:05 AM,,,,Patient Declined Transport,03/23/2019 11:04:36 AM,0 Block of PHELAN AVE,San Francisco,94112,B09,15,8225,2,2,2,true,Non Life-threatening,1,ENGINE,3,9,7,West of Twin Peaks,"(37.725693357570286, -122.45228966049211)",190821293-E15
190821293,67,19034980,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 11:00:08 AM,03/23/2019 11:01:37 AM,03/23/2019 11:02:24 AM,03/23/2019 11:02:29 AM,03/23/2019 11:07:02 AM,,,Patient Declined Transport,03/23/2019 11:19:19 AM,0 Block of PHELAN AVE,San Francisco,94112,B09,15,8225,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,7,West of Twin Peaks,"(37.725693357570286, -122.45228966049211)",190821293-67
190821287,73,19034979,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:57:15 AM,03/23/2019 10:59:53 AM,03/23/2019 11:01:02 AM,03/23/2019 11:01:10 AM,,,,Cancelled,03/23/2019 11:18:54 AM,"CALL BOX: MAIN ST/BAYSHORE BL,BN",Brisbane,,B10,44,9944,2,2,2,true,Non Life-threatening,1,MEDIC,1,None,None,None,"(37.70083262839821, -122.4112561124353)",190821287-73
190821283,E22,19034978,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:57:40 AM,03/23/2019 10:58:51 AM,03/23/2019 10:59:30 AM,,,,,Code 2 Transport,03/23/2019 11:00:48 AM,1400 Block of 21ST AV,San Francisco,94122,B08,22,7426,2,2,2,true,Non Life-threatening,1,ENGINE,4,8,4,Sunset/Parkside,"(37.760674717158345, -122.47900168481206)",190821283-E22
190821283,E12,19034978,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:57:40 AM,03/23/2019 10:58:51 AM,03/23/2019 11:00:46 AM,03/23/2019 11:00:46 AM,03/23/2019 11:06:34 AM,,,Code 2 Transport,03/23/2019 11:21:19 AM,1400 Block of 21ST AV,San Francisco,94122,B08,22,7426,2,2,2,true,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.760674717158345, -122.47900168481206)",190821283-E12
190821283,67,19034978,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:57:40 AM,03/23/2019 10:58:51 AM,03/23/2019 10:59:30 AM,03/23/2019 10:59:36 AM,,,,Code 2 Transport,03/23/2019 11:02:21 AM,1400 Block of 21ST AV,San Francisco,94122,B08,22,7426,2,2,2,true,Non Life-threatening,1,MEDIC,3,8,4,Sunset/Parkside,"(37.760674717158345, -122.47900168481206)",190821283-67
190821283,50,19034978,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:57:40 AM,03/23/2019 10:58:51 AM,03/23/2019 11:02:57 AM,03/23/2019 11:03:02 AM,03/23/2019 11:13:27 AM,03/23/2019 11:30:32 AM,03/23/2019 11:39:25 AM,Code 2 Transport,03/23/2019 12:12:58 PM,1400 Block of 21ST AV,San Francisco,94122,B08,22,7426,2,2,2,true,Non Life-threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.760674717158345, -122.47900168481206)",190821283-50
190821273,KM01,19034977,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:54:15 AM,03/23/2019 10:56:15 AM,03/23/2019 10:56:25 AM,03/23/2019 10:57:05 AM,03/23/2019 11:04:21 AM,03/23/2019 11:36:49 AM,03/23/2019 12:00:38 PM,Code 2 Transport,03/23/2019 12:32:28 PM,2700 Block of PINE ST,San Francisco,94115,B04,10,4156,2,2,2,false,Non Life-threatening,1,PRIVATE,2,4,2,Pacific Heights,"(37.78706062788533, -122.44109375386336)",190821273-KM01
190821273,E10,19034977,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:54:15 AM,03/23/2019 10:56:15 AM,03/23/2019 10:56:25 AM,03/23/2019 10:56:34 AM,03/23/2019 11:02:05 AM,,,Code 2 Transport,03/23/2019 11:28:26 AM,2700 Block of PINE ST,San Francisco,94115,B04,10,4156,2,2,2,true,Non Life-threatening,1,ENGINE,1,4,2,Pacific Heights,"(37.78706062788533, -122.44109375386336)",190821273-E10
190821256,E02,19034976,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:47:16 AM,03/23/2019 10:51:06 AM,03/23/2019 10:51:50 AM,03/23/2019 10:52:53 AM,,,,Code 2 Transport,03/23/2019 11:11:09 AM,2200 Block of POLK ST,San Francisco,94109,B04,41,3126,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,4,3,Russian Hill,"(37.79760649003413, -122.42203354863679)",190821256-E02
190821256,78,19034976,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:47:16 AM,03/23/2019 10:51:06 AM,03/23/2019 10:51:50 AM,03/23/2019 10:52:51 AM,03/23/2019 10:56:59 AM,03/23/2019 11:33:08 AM,03/23/2019 11:42:58 AM,Code 2 Transport,03/23/2019 12:23:08 PM,2200 Block of POLK ST,San Francisco,94109,B04,41,3126,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,4,3,Russian Hill,"(37.79760649003413, -122.42203354863679)",190821256-78
190821255,RC2,19034975,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 10:51:05 AM,03/23/2019 10:51:05 AM,03/23/2019 10:54:03 AM,03/23/2019 10:54:03 AM,03/23/2019 10:56:54 AM,,,Code 2 Transport,03/23/2019 11:06:55 AM,ARGUELLO BL/FULTON ST,San Francisco,94122,B07,31,7111,A,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,7,1,Golden Gate Park,"(37.77430889456964, -122.4583710987052)",190821255-RC2
190821255,E31,19034975,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 10:51:05 AM,03/23/2019 10:51:05 AM,03/23/2019 10:51:21 AM,03/23/2019 10:51:46 AM,03/23/2019 10:55:33 AM,,,Code 2 Transport,03/23/2019 11:09:16 AM,ARGUELLO BL/FULTON ST,San Francisco,94122,B07,31,7111,A,3,3,true,Potentially Life-Threatening,1,ENGINE,2,7,1,Golden Gate Park,"(37.77430889456964, -122.4583710987052)",190821255-E31
190821255,89,19034975,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 10:51:05 AM,03/23/2019 10:51:05 AM,03/23/2019 10:51:21 AM,03/23/2019 10:51:30 AM,03/23/2019 10:54:56 AM,03/23/2019 11:06:15 AM,03/23/2019 11:32:21 AM,Code 2 Transport,03/23/2019 12:09:36 PM,ARGUELLO BL/FULTON ST,San Francisco,94122,B07,31,7111,A,3,3,true,Potentially Life-Threatening,1,MEDIC,1,7,1,Golden Gate Park,"(37.77430889456964, -122.4583710987052)",190821255-89
190821244,E12,19034974,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:46:09 AM,03/23/2019 10:47:37 AM,03/23/2019 10:47:46 AM,03/23/2019 10:50:47 AM,03/23/2019 10:54:31 AM,,,Code 2 Transport,03/23/2019 11:00:42 AM,0 Block of LINCOLN WAY,San Francisco,94122,B05,12,7321,3,2,2,true,Non Life-threatening,1,ENGINE,2,5,5,Inner Sunset,"(37.76610412282479, -122.45839138662703)",190821244-E12
190821244,75,19034974,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:46:09 AM,03/23/2019 10:47:37 AM,03/23/2019 10:47:46 AM,03/23/2019 10:47:51 AM,03/23/2019 10:49:46 AM,03/23/2019 11:18:23 AM,03/23/2019 11:22:43 AM,Code 2 Transport,03/23/2019 11:50:59 AM,0 Block of LINCOLN WAY,San Francisco,94122,B05,12,7321,3,2,2,true,Non Life-threatening,1,MEDIC,1,5,5,Inner Sunset,"(37.76610412282479, -122.45839138662703)",190821244-75
190821225,QRV2,19034973,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:36:14 AM,03/23/2019 10:37:39 AM,03/23/2019 10:37:56 AM,03/23/2019 10:38:02 AM,03/23/2019 10:41:02 AM,,,Code 2 Transport,03/23/2019 11:06:19 AM,1100 Block of MARKET ST,San Francisco,94103,B02,36,2309,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,South of Market,"(37.77953108466273, -122.41354254868111)",190821225-QRV2
190821225,KM12,19034973,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:36:14 AM,03/23/2019 10:37:39 AM,03/23/2019 10:37:56 AM,03/23/2019 10:39:19 AM,03/23/2019 10:41:16 AM,03/23/2019 11:11:07 AM,03/23/2019 11:27:46 AM,Code 2 Transport,03/23/2019 12:00:07 PM,1100 Block of MARKET ST,San Francisco,94103,B02,36,2309,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,South of Market,"(37.77953108466273, -122.41354254868111)",190821225-KM12
190821216,KM06,19034972,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:33:03 AM,03/23/2019 10:34:22 AM,03/23/2019 10:34:46 AM,03/23/2019 10:35:14 AM,03/23/2019 10:40:04 AM,,,Against Medical Advice,03/23/2019 11:20:34 AM,2700 Block of HYDE ST,San Francisco,94109,B01,28,1615,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,2,Russian Hill,"(37.806180232228215, -122.42053284748629)",190821216-KM06
190821216,E28,19034972,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:33:03 AM,03/23/2019 10:34:22 AM,03/23/2019 10:34:46 AM,03/23/2019 10:34:57 AM,03/23/2019 10:38:10 AM,,,Against Medical Advice,03/23/2019 10:44:14 AM,2700 Block of HYDE ST,San Francisco,94109,B01,28,1615,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,2,Russian Hill,"(37.806180232228215, -122.42053284748629)",190821216-E28
190821210,RC3,19034971,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:30:13 AM,03/23/2019 10:31:11 AM,03/23/2019 10:34:18 AM,03/23/2019 10:35:06 AM,,,,Code 3 Transport,03/23/2019 10:37:52 AM,1200 Block of YORK ST,San Francisco,94110,B06,09,5531,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,6,9,Mission,"(37.75205045798346, -122.40818188812057)",190821210-RC3
190821210,E09,19034971,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:30:13 AM,03/23/2019 10:31:11 AM,03/23/2019 10:31:46 AM,03/23/2019 10:32:18 AM,03/23/2019 10:35:02 AM,,,Code 3 Transport,03/23/2019 11:15:58 AM,1200 Block of YORK ST,San Francisco,94110,B06,09,5531,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.75205045798346, -122.40818188812057)",190821210-E09
190821210,64,19034971,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:30:13 AM,03/23/2019 10:31:11 AM,03/23/2019 10:31:46 AM,03/23/2019 10:34:01 AM,03/23/2019 10:36:37 AM,03/23/2019 11:00:08 AM,03/23/2019 11:13:14 AM,Code 3 Transport,03/23/2019 11:17:32 AM,1200 Block of YORK ST,San Francisco,94110,B06,09,5531,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Mission,"(37.75205045798346, -122.40818188812057)",190821210-64
190821208,61,19034970,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:30:55 AM,03/23/2019 10:30:55 AM,03/23/2019 10:31:04 AM,03/23/2019 10:31:09 AM,03/23/2019 10:39:06 AM,03/23/2019 10:50:12 AM,03/23/2019 11:11:38 AM,Code 2 Transport,03/23/2019 11:49:13 AM,CALL BOX:,San Francisco,94110,B06,32,5645,A,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Bernal Heights,"(37.73227136211022, -122.41889714481822)",190821208-61
190821203,T17,19034969,Smoke Investigation (Outside),03/23/2019,03/23/2019,03/23/2019 10:27:50 AM,03/23/2019 10:29:29 AM,03/23/2019 10:37:14 AM,03/23/2019 10:37:14 AM,03/23/2019 10:37:14 AM,,,Fire,03/23/2019 10:37:35 AM,FITZGERALD AV/KEITH ST,San Francisco,94124,B10,17,6614,3,3,3,false,Alarm,1,TRUCK,1,10,10,Bayview Hunters Point,"(37.72309244775643, -122.39503576785161)",190821203-T17
190821203,E17,19034969,Smoke Investigation (Outside),03/23/2019,03/23/2019,03/23/2019 10:27:50 AM,03/23/2019 10:29:29 AM,03/23/2019 10:29:38 AM,03/23/2019 10:34:53 AM,,,,Fire,03/23/2019 10:37:26 AM,FITZGERALD AV/KEITH ST,San Francisco,94124,B10,17,6614,3,3,3,true,Alarm,1,ENGINE,2,10,10,Bayview Hunters Point,"(37.72309244775643, -122.39503576785161)",190821203-E17
190821185,E18,19034968,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:21:10 AM,03/23/2019 10:23:38 AM,03/23/2019 10:23:51 AM,03/23/2019 10:24:53 AM,03/23/2019 10:26:22 AM,,,Code 2 Transport,03/23/2019 10:31:59 AM,2200 Block of 31ST AVE,San Francisco,94116,B08,18,7531,3,2,2,true,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7452849292459, -122.4886729741978)",190821185-E18
190821185,74,19034968,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:21:10 AM,03/23/2019 10:23:38 AM,03/23/2019 10:23:51 AM,03/23/2019 10:24:34 AM,03/23/2019 10:34:27 AM,03/23/2019 10:34:37 AM,03/23/2019 11:01:10 AM,Code 2 Transport,03/23/2019 11:07:17 AM,2200 Block of 31ST AVE,San Francisco,94116,B08,18,7531,3,2,2,true,Non Life-threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.7452849292459, -122.4886729741978)",190821185-74
190821173,RC1,19034967,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:19:09 AM,03/23/2019 10:20:51 AM,03/23/2019 10:21:04 AM,03/23/2019 10:21:43 AM,03/23/2019 10:28:11 AM,03/23/2019 11:03:06 AM,03/23/2019 11:05:15 AM,Code 3 Transport,03/23/2019 11:26:02 AM,700 Block of EDDY ST,San Francisco,94102,B02,03,3163,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,2,6,Tenderloin,"(37.78294352358201, -122.41998844130423)",190821173-RC1
190821173,E03,19034967,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:19:09 AM,03/23/2019 10:20:51 AM,03/23/2019 10:21:04 AM,03/23/2019 10:22:38 AM,03/23/2019 10:24:53 AM,03/23/2019 11:02:11 AM,03/23/2019 11:16:34 AM,Code 3 Transport,03/23/2019 11:17:03 AM,700 Block of EDDY ST,San Francisco,94102,B02,03,3163,E,E,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,"(37.78294352358201, -122.41998844130423)",190821173-E03
190821173,53,19034967,Medical Incident,03/23/2019,03/23/2019,03/23/2019 10:19:09 AM,03/23/2019 10:20:51 AM,03/23/2019 10:21:04 AM,03/23/2019 10:21:12 AM,03/23/2019 10:23:58 AM,03/23/2019 11:00:53 AM,03/23/2019 11:02:20 AM,Code 3 Transport,03/23/2019 12:08:04 PM,700 Block of EDDY ST,San Francisco,94102,B02,03,3163,E,E,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78294352358201, -122.41998844130423)",190821173-53
